loan_id,customer_id,lender_type,principal,interest_rate,monthly_payment,loan_start_date,loan_status
5795,1507,credit_card,3000.0,0.15,287.5,2023-03-08,active
5796,1507,bank,2600.0,0.05,227.5,2023-04-07,active
5797,1508,bank,2300.0,0.05,201.25,2023-05-22,active
5798,1508,finance_company,2500.0,0.15,119.79,2023-09-26,active
5799,1509,credit_card,1800.0,0.15,86.25,2023-04-21,active
5800,1509,credit_card,2700.0,0.15,129.37,2023-10-08,active
5801,1510,credit_card,3700.0,0.15,709.17,2023-04-08,active
5802,1513,finance_company,9200.0,0.15,1763.33,2023-05-28,active
5803,1513,finance_company,7600.0,0.15,364.17,2023-07-13,active
5804,1513,credit_card,18200.0,0.15,3488.33,2023-12-17,active
5805,1513,finance_company,8200.0,0.25,854.17,2024-06-08,active
5806,1513,finance_company,16200.0,0.25,843.75,2024-09-05,active
5807,1514,credit_card,5100.0,0.15,244.38,2023-05-24,active
5808,1514,bank,9600.0,0.05,840.0,2023-08-18,active
5809,1514,finance_company,12600.0,0.15,2415.0,2023-11-14,active
5810,1515,bank,1500.0,0.05,65.62,2023-05-08,active
5811,1516,bank,2600.0,0.05,455.0,2023-02-22,active
5812,1516,finance_company,1700.0,0.15,325.83,2023-04-26,active
5813,1517,finance_company,1400.0,0.15,67.08,2023-06-05,active
5814,1517,credit_card,3400.0,0.15,325.83,2023-07-27,active
5815,1518,bank,1800.0,0.05,315.0,2023-02-19,active
5816,1519,finance_company,5000.0,0.15,958.33,2023-04-25,active
5817,1519,finance_company,2500.0,0.15,239.58,2023-06-18,active
5818,1520,finance_company,3100.0,0.15,297.08,2023-06-20,active
5819,1520,credit_card,4100.0,0.15,196.46,2023-07-26,active
5820,1521,bank,1000.0,0.05,43.75,2023-03-23,active
5821,1521,bank,1000.0,0.05,175.0,2023-08-06,active
5822,1522,finance_company,5100.0,0.15,977.5,2023-06-21,active
5823,1522,finance_company,4600.0,0.15,881.67,2023-09-03,active
5824,1523,credit_card,1900.0,0.15,182.08,2023-02-12,active
5825,1524,finance_company,2800.0,0.15,268.33,2023-04-09,active
5826,1524,credit_card,2200.0,0.15,421.67,2023-06-05,active
5827,1525,credit_card,17400.0,0.15,833.75,2023-04-01,active
5828,1525,bank,13400.0,0.05,1172.5,2023-05-17,active
5829,1525,bank,15000.0,0.05,2625.0,2023-07-31,active
5830,1525,finance_company,16700.0,0.25,1739.58,2023-09-15,active
5831,1525,finance_company,16700.0,0.25,869.79,2023-11-26,active
5832,1525,finance_company,11500.0,0.25,2395.83,2024-04-12,active
5833,1527,credit_card,18100.0,0.15,3469.17,2023-05-28,active
5834,1527,credit_card,16400.0,0.15,3143.33,2023-07-15,active
5835,1527,finance_company,6700.0,0.15,642.08,2023-10-19,active
5836,1528,credit_card,2600.0,0.15,124.58,2023-05-05,active
5837,1529,credit_card,1200.0,0.15,115.0,2023-04-16,active
5838,1530,credit_card,3900.0,0.15,373.75,2023-06-07,active
5839,1531,finance_company,10400.0,0.15,1993.33,2023-03-20,active
5840,1531,finance_company,7400.0,0.15,1418.33,2023-08-30,active
5841,1531,finance_company,18700.0,0.15,3584.17,2024-02-18,active
5842,1531,finance_company,13600.0,0.25,1416.67,2024-03-28,active
5843,1531,finance_company,11600.0,0.25,2416.67,2024-09-23,active
5844,1531,finance_company,8300.0,0.25,864.58,2024-11-10,active
5845,1532,credit_card,14600.0,0.15,2798.33,2023-05-05,active
5846,1532,credit_card,6300.0,0.15,1207.5,2023-10-25,active
5847,1532,credit_card,13600.0,0.15,2606.67,2024-01-03,active
5848,1533,bank,4600.0,0.05,402.5,2023-03-14,active
5849,1534,credit_card,2500.0,0.15,479.17,2023-05-19,active
5850,1535,credit_card,11000.0,0.15,527.08,2023-03-12,active
5851,1535,bank,13300.0,0.05,581.88,2023-04-23,active
5852,1535,bank,6300.0,0.05,275.62,2023-07-16,active
5853,1536,credit_card,2400.0,0.15,115.0,2023-03-23,active
5854,1537,credit_card,8300.0,0.15,397.71,2023-05-09,active
5855,1537,credit_card,7900.0,0.15,1514.17,2023-07-24,active
5856,1537,finance_company,11600.0,0.15,2223.33,2023-10-05,active
5857,1537,finance_company,11600.0,0.25,2416.67,2023-11-17,active
5858,1537,finance_company,10900.0,0.25,2270.83,2024-04-06,active
5859,1537,finance_company,6500.0,0.25,338.54,2024-06-29,active
5860,1537,finance_company,9900.0,0.25,515.62,2024-10-17,active
5861,1538,credit_card,14200.0,0.15,1360.83,2023-05-08,active
5862,1538,finance_company,14300.0,0.15,685.21,2023-07-05,active
5863,1538,finance_company,9300.0,0.15,445.62,2023-11-17,active
5864,1538,finance_company,14500.0,0.25,1510.42,2024-03-25,active
5865,1538,finance_company,15900.0,0.25,3312.5,2024-07-08,active
5866,1539,credit_card,2100.0,0.15,100.62,2023-03-01,active
5867,1539,finance_company,4300.0,0.15,412.08,2023-07-29,active
5868,1540,bank,22600.0,0.05,1977.5,2023-05-25,active
5869,1540,finance_company,23600.0,0.15,1130.83,2023-08-02,active
5870,1540,finance_company,13500.0,0.15,646.87,2024-01-24,active
5871,1540,finance_company,11600.0,0.25,2416.67,2024-05-14,active
5872,1541,finance_company,4200.0,0.15,201.25,2023-04-04,active
5873,1541,credit_card,4400.0,0.15,421.67,2023-08-04,active
5874,1542,bank,2300.0,0.05,100.62,2023-02-03,active
5875,1542,finance_company,2600.0,0.15,249.17,2023-05-10,active
5876,1543,credit_card,3900.0,0.15,747.5,2023-02-24,active
5877,1544,finance_company,6300.0,0.15,301.87,2023-04-21,active
5878,1545,credit_card,2500.0,0.15,479.17,2023-03-05,active
5879,1546,credit_card,3600.0,0.15,345.0,2023-06-13,active
5880,1546,credit_card,3200.0,0.15,613.33,2023-09-25,active
5881,1548,credit_card,2100.0,0.15,201.25,2023-02-18,active
5882,1550,bank,2500.0,0.05,109.38,2023-05-10,active
5883,1550,credit_card,4000.0,0.15,191.67,2023-10-14,active
5884,1552,credit_card,3500.0,0.15,670.83,2023-05-20,active
5885,1553,credit_card,3200.0,0.15,613.33,2023-06-07,active
5886,1553,finance_company,2100.0,0.15,402.5,2023-10-24,active
5887,1554,credit_card,7400.0,0.15,1418.33,2023-04-15,active
5888,1554,credit_card,9300.0,0.15,1782.5,2023-08-27,active
5889,1554,finance_company,5400.0,0.15,1035.0,2023-11-15,active
5890,1557,bank,2500.0,0.05,218.75,2023-06-03,active
5891,1557,finance_company,5000.0,0.15,958.33,2023-10-14,active
5892,1558,credit_card,4700.0,0.15,450.42,2023-02-18,active
5893,1560,bank,10900.0,0.05,1907.5,2023-06-12,active
5894,1560,finance_company,19900.0,0.15,1907.08,2023-10-22,active
5895,1560,bank,14600.0,0.05,1277.5,2024-01-11,active
5896,1561,finance_company,20400.0,0.15,3910.0,2023-05-28,active
5897,1561,credit_card,20600.0,0.15,3948.33,2023-10-02,active
5898,1561,bank,20200.0,0.05,883.75,2024-01-24,active
5899,1561,finance_company,18100.0,0.25,3770.83,2024-02-25,active
5900,1561,finance_company,16100.0,0.25,838.54,2024-07-18,active
5901,1562,finance_company,16800.0,0.15,3220.0,2023-03-09,active
5902,1562,finance_company,14400.0,0.15,2760.0,2023-05-18,active
5903,1562,bank,12300.0,0.05,1076.25,2023-08-03,active
5904,1563,finance_company,15200.0,0.15,2913.33,2023-02-16,active
5905,1563,bank,6400.0,0.05,1120.0,2023-07-29,active
5906,1563,bank,12900.0,0.05,1128.75,2023-10-25,active
5907,1563,finance_company,12700.0,0.25,1322.92,2024-01-10,active
5908,1563,finance_company,15700.0,0.25,817.71,2024-04-25,active
5909,1565,finance_company,10800.0,0.15,517.5,2023-03-18,active
5910,1565,bank,5900.0,0.05,258.12,2023-06-12,active
5911,1565,credit_card,7200.0,0.15,1380.0,2023-10-29,active
5912,1565,finance_company,16600.0,0.25,1729.17,2024-02-11,active
5913,1565,finance_company,13800.0,0.25,2875.0,2024-05-06,active
5914,1565,finance_company,6800.0,0.25,708.33,2024-09-06,active
5915,1567,bank,4900.0,0.05,428.75,2023-06-25,active
5916,1568,credit_card,3700.0,0.15,177.29,2023-06-17,active
5917,1568,credit_card,5200.0,0.15,249.17,2023-08-15,active
5918,1569,bank,3700.0,0.05,323.75,2023-06-09,active
5919,1569,finance_company,2000.0,0.15,95.83,2023-08-20,active
5920,1570,bank,5100.0,0.05,223.12,2023-06-19,active
5921,1570,credit_card,7300.0,0.15,1399.17,2023-12-07,active
5922,1570,finance_company,5000.0,0.15,479.17,2024-03-18,active
5923,1570,finance_company,6700.0,0.25,1395.83,2024-09-08,active
5924,1571,bank,4000.0,0.05,700.0,2023-02-24,active
5925,1571,bank,4700.0,0.05,205.62,2023-07-31,active
5926,1572,credit_card,4100.0,0.15,785.83,2023-06-22,active
5927,1573,credit_card,1500.0,0.15,143.75,2023-06-20,active
5928,1573,credit_card,1400.0,0.15,268.33,2023-09-18,active
5929,1575,credit_card,4800.0,0.15,460.0,2023-02-07,active
5930,1575,bank,5300.0,0.05,463.75,2023-07-29,active
5931,1577,credit_card,9600.0,0.15,1840.0,2023-03-05,active
5932,1577,finance_company,5800.0,0.15,555.83,2023-08-21,active
5933,1577,finance_company,7600.0,0.15,364.17,2024-01-02,active
5934,1577,finance_company,7000.0,0.25,729.17,2024-02-17,active
5935,1577,finance_company,12400.0,0.25,645.83,2024-07-06,active
5936,1579,finance_company,5800.0,0.15,555.83,2023-03-06,active
5937,1579,finance_company,2800.0,0.15,134.17,2023-05-12,active
5938,1580,bank,2200.0,0.05,192.5,2023-03-17,active
5939,1580,finance_company,2300.0,0.15,220.42,2023-05-25,active
5940,1581,finance_company,1800.0,0.15,172.5,2023-04-26,active
5941,1582,bank,1900.0,0.05,83.12,2023-05-29,active
5942,1582,finance_company,2600.0,0.15,124.58,2023-07-25,active
5943,1583,finance_company,3400.0,0.15,651.67,2023-04-27,active
5944,1584,bank,4200.0,0.05,735.0,2023-04-19,active
5945,1585,credit_card,1500.0,0.15,71.87,2023-03-28,active
5946,1586,credit_card,2500.0,0.15,479.17,2023-02-21,active
5947,1587,credit_card,2900.0,0.15,555.83,2023-04-30,active
5948,1587,finance_company,5100.0,0.15,244.38,2023-06-05,active
5949,1588,credit_card,3500.0,0.15,335.42,2023-05-18,active
5950,1589,bank,3000.0,0.05,262.5,2023-05-21,active
5951,1591,bank,8900.0,0.05,389.38,2023-04-07,active
5952,1591,finance_company,6100.0,0.15,292.29,2023-05-22,active
5953,1591,finance_company,11400.0,0.15,546.25,2023-11-01,active
5954,1591,finance_company,10000.0,0.25,2083.33,2023-12-03,active
5955,1592,finance_company,2700.0,0.15,129.37,2023-03-20,active
5956,1594,credit_card,14600.0,0.15,699.58,2023-05-13,active
5957,1594,finance_company,13000.0,0.15,622.92,2023-08-16,active
5958,1594,credit_card,13300.0,0.15,1274.58,2023-12-16,active
5959,1594,finance_company,8600.0,0.25,447.92,2024-02-03,active
5960,1594,finance_company,12000.0,0.25,625.0,2024-06-01,active
5961,1594,finance_company,15400.0,0.25,802.08,2024-08-06,active
5962,1595,finance_company,2100.0,0.15,100.62,2023-02-20,active
5963,1595,bank,1200.0,0.05,210.0,2023-04-27,active
5964,1597,credit_card,1000.0,0.15,47.92,2023-05-14,active
5965,1597,credit_card,1000.0,0.15,47.92,2023-09-11,active
5966,1598,credit_card,2700.0,0.15,258.75,2023-06-15,active
5967,1599,credit_card,1000.0,0.15,47.92,2023-05-02,active
5968,1600,bank,1800.0,0.05,78.75,2023-06-03,active
5969,1601,bank,7900.0,0.05,345.62,2023-04-27,active
5970,1601,bank,13000.0,0.05,2275.0,2023-07-12,active
5971,1601,finance_company,9200.0,0.15,1763.33,2023-09-02,active
5972,1601,finance_company,16500.0,0.25,3437.5,2023-11-10,active
5973,1602,credit_card,2700.0,0.15,129.37,2023-06-09,active
5974,1603,bank,3200.0,0.05,140.0,2023-05-16,active
5975,1603,bank,2600.0,0.05,455.0,2023-09-13,active
5976,1604,credit_card,1000.0,0.15,95.83,2023-06-11,active
5977,1605,credit_card,2000.0,0.15,95.83,2023-02-17,active
5978,1606,bank,2800.0,0.05,245.0,2023-06-02,active
5979,1607,bank,1600.0,0.05,140.0,2023-06-04,active
5980,1608,credit_card,3300.0,0.15,158.12,2023-04-20,active
5981,1610,bank,3600.0,0.05,630.0,2023-02-03,active
5982,1610,finance_company,4300.0,0.15,206.04,2023-07-07,active
5983,1611,credit_card,3500.0,0.15,670.83,2023-03-15,active
5984,1611,finance_company,4600.0,0.15,440.83,2023-05-04,active
5985,1612,credit_card,1900.0,0.15,182.08,2023-02-04,active
5986,1612,finance_company,2500.0,0.15,479.17,2023-05-26,active
5987,1613,finance_company,2500.0,0.15,239.58,2023-02-02,active
5988,1613,credit_card,3500.0,0.15,335.42,2023-03-18,active
5989,1614,finance_company,7000.0,0.15,670.83,2023-02-03,active
5990,1614,finance_company,14300.0,0.15,685.21,2023-07-06,active
5991,1614,finance_company,14600.0,0.15,699.58,2023-10-23,active
5992,1614,finance_company,17400.0,0.25,906.25,2024-02-20,active
5993,1614,finance_company,11000.0,0.25,1145.83,2024-03-30,active
5994,1614,finance_company,11600.0,0.25,604.17,2024-07-13,active
5995,1615,credit_card,7600.0,0.15,728.33,2023-03-03,active
5996,1615,finance_company,15200.0,0.15,2913.33,2023-08-05,active
5997,1615,finance_company,14400.0,0.15,690.0,2023-12-14,active
5998,1615,finance_company,5700.0,0.25,296.88,2024-05-20,active
5999,1615,finance_company,6800.0,0.25,708.33,2024-08-06,active
6000,1618,credit_card,8500.0,0.15,814.58,2023-05-18,active
6001,1618,bank,11800.0,0.05,516.25,2023-06-28,active
6002,1618,finance_company,13000.0,0.15,1245.83,2023-11-14,active
6003,1618,finance_company,9500.0,0.25,494.79,2024-05-01,active
6004,1618,finance_company,12400.0,0.25,645.83,2024-07-08,active
6005,1618,finance_company,14700.0,0.25,3062.5,2024-11-29,active
6006,1619,bank,12900.0,0.05,2257.5,2023-04-30,active
6007,1619,finance_company,6000.0,0.15,575.0,2023-09-08,active
6008,1619,finance_company,12200.0,0.15,1169.17,2023-10-21,active
6009,1619,finance_company,12600.0,0.25,2625.0,2024-01-08,active
6010,1621,credit_card,2900.0,0.15,138.96,2023-04-11,active
6011,1622,bank,1500.0,0.05,65.62,2023-06-07,active
6012,1622,credit_card,1600.0,0.15,306.67,2023-11-20,active
6013,1623,bank,5500.0,0.05,481.25,2023-02-24,active
6014,1625,bank,4800.0,0.05,420.0,2023-03-30,active
6015,1625,finance_company,8400.0,0.15,1610.0,2023-08-22,active
6016,1625,credit_card,7000.0,0.15,670.83,2023-10-01,active
6017,1625,finance_company,6000.0,0.25,312.5,2024-03-21,active
6018,1625,finance_company,4400.0,0.25,229.17,2024-06-08,active
6019,1625,finance_company,3200.0,0.25,666.67,2024-07-22,active
6020,1626,credit_card,7000.0,0.15,335.42,2023-03-11,active
6021,1626,bank,7700.0,0.05,336.88,2023-06-29,active
6022,1626,credit_card,9200.0,0.15,440.83,2023-12-11,active
6023,1626,finance_company,7000.0,0.25,729.17,2024-02-02,active
6024,1628,finance_company,3200.0,0.15,153.33,2023-03-07,active
6025,1629,bank,2700.0,0.05,118.12,2023-03-31,active
6026,1630,bank,4600.0,0.05,402.5,2023-03-29,active
6027,1630,bank,4100.0,0.05,179.38,2023-07-20,active
6028,1631,credit_card,3500.0,0.15,670.83,2023-06-28,active
6029,1632,credit_card,2700.0,0.15,258.75,2023-02-04,active
6030,1632,bank,2100.0,0.05,367.5,2023-04-05,active
6031,1633,credit_card,8800.0,0.15,843.33,2023-03-02,active
6032,1633,credit_card,13300.0,0.15,2549.17,2023-05-05,active
6033,1633,credit_card,13800.0,0.15,1322.5,2023-10-07,active
6034,1633,finance_company,10900.0,0.25,567.71,2024-01-13,active
6035,1634,credit_card,3100.0,0.15,297.08,2023-03-15,active
6036,1634,credit_card,1900.0,0.15,91.04,2023-05-12,active
6037,1635,bank,3800.0,0.05,332.5,2023-02-27,active
6038,1635,bank,1800.0,0.05,78.75,2023-06-16,active
6039,1637,finance_company,4900.0,0.15,939.17,2023-02-09,active
6040,1638,bank,2400.0,0.05,210.0,2023-04-23,active
6041,1639,finance_company,16800.0,0.15,1610.0,2023-03-02,active
6042,1639,finance_company,7400.0,0.15,354.58,2023-05-06,active
6043,1639,credit_card,14200.0,0.15,2721.67,2023-09-15,active
6044,1639,finance_company,17100.0,0.25,890.62,2023-11-29,active
6045,1639,finance_company,7200.0,0.25,750.0,2024-02-15,active
6046,1639,finance_company,15600.0,0.25,3250.0,2024-06-14,active
6047,1640,credit_card,1800.0,0.15,345.0,2023-06-01,active
6048,1642,bank,3700.0,0.05,323.75,2023-04-17,active
6049,1642,finance_company,3700.0,0.15,354.58,2023-07-15,active
6050,1643,bank,2400.0,0.05,420.0,2023-06-22,active
6051,1643,credit_card,1800.0,0.15,86.25,2023-12-05,active
6052,1645,credit_card,22800.0,0.15,4370.0,2023-05-21,active
6053,1645,credit_card,18600.0,0.15,891.25,2023-09-17,active
6054,1645,bank,24100.0,0.05,1054.38,2024-01-31,active
6055,1645,finance_company,11900.0,0.25,1239.58,2024-07-25,active
6056,1645,finance_company,15300.0,0.25,3187.5,2024-11-11,active
6057,1648,credit_card,18000.0,0.15,862.5,2023-03-02,active
6058,1648,bank,14800.0,0.05,2590.0,2023-04-07,active
6059,1648,credit_card,18300.0,0.15,1753.75,2023-06-22,active
6060,1648,finance_company,9600.0,0.25,2000.0,2023-08-12,active
6061,1649,credit_card,1000.0,0.15,47.92,2023-02-01,active
6062,1650,credit_card,12100.0,0.15,579.79,2023-06-20,active
6063,1650,bank,14200.0,0.05,2485.0,2023-07-29,active
6064,1650,bank,15900.0,0.05,695.62,2023-12-31,active
6065,1650,finance_company,13100.0,0.25,682.29,2024-06-12,active
6066,1650,finance_company,15600.0,0.25,3250.0,2024-07-18,active
6067,1651,bank,2700.0,0.05,472.5,2023-04-18,active
6068,1651,credit_card,3600.0,0.15,172.5,2023-07-13,active
6069,1653,finance_company,1000.0,0.15,95.83,2023-05-12,active
6070,1654,bank,10700.0,0.05,1872.5,2023-06-14,active
6071,1654,finance_company,20300.0,0.15,3890.83,2023-09-28,active
6072,1654,credit_card,11700.0,0.15,2242.5,2023-12-11,active
6073,1654,finance_company,17400.0,0.25,1812.5,2024-03-22,active
6074,1655,bank,6400.0,0.05,1120.0,2023-04-11,active
6075,1657,bank,4700.0,0.05,205.62,2023-06-08,active
6076,1659,finance_company,11900.0,0.15,570.21,2023-02-14,active
6077,1659,finance_company,17200.0,0.15,824.17,2023-03-17,active
6078,1659,credit_card,6600.0,0.15,1265.0,2023-06-22,active
6079,1659,finance_company,15200.0,0.25,791.67,2023-08-13,active
6080,1659,finance_company,9500.0,0.25,494.79,2023-10-18,active
6081,1659,finance_company,15900.0,0.25,1656.25,2024-03-12,active
6082,1659,finance_company,10100.0,0.25,2104.17,2024-08-08,active
6083,1662,credit_card,2100.0,0.15,100.62,2023-03-08,active
6084,1664,finance_company,10400.0,0.15,1993.33,2023-05-17,active
6085,1664,bank,10100.0,0.05,883.75,2023-10-06,active
6086,1664,credit_card,11400.0,0.15,1092.5,2024-01-21,active
6087,1664,finance_company,4500.0,0.25,468.75,2024-04-24,active
6088,1664,finance_company,8200.0,0.25,854.17,2024-07-04,active
6089,1666,credit_card,1900.0,0.15,364.17,2023-03-19,active
6090,1666,finance_company,2000.0,0.15,383.33,2023-08-30,active
6091,1667,credit_card,2200.0,0.15,105.42,2023-03-02,active
6092,1668,bank,2600.0,0.05,455.0,2023-06-14,active
6093,1671,finance_company,10900.0,0.15,522.29,2023-03-06,active
6094,1671,finance_company,21900.0,0.15,4197.5,2023-08-05,active
6095,1671,finance_company,16200.0,0.15,3105.0,2023-10-02,active
6096,1672,finance_company,1200.0,0.15,230.0,2023-04-06,active
6097,1672,bank,1800.0,0.05,157.5,2023-05-14,active
6098,1673,bank,5000.0,0.05,437.5,2023-06-12,active
6099,1673,bank,5200.0,0.05,227.5,2023-12-05,active
6100,1674,finance_company,4100.0,0.15,785.83,2023-04-08,active
6101,1677,credit_card,3000.0,0.15,287.5,2023-02-14,active
6102,1677,credit_card,4300.0,0.15,824.17,2023-05-11,active
6103,1678,bank,2400.0,0.05,420.0,2023-06-04,active
6104,1679,finance_company,8100.0,0.15,388.12,2023-02-27,active
6105,1679,credit_card,8100.0,0.15,388.12,2023-07-22,active
6106,1679,bank,15400.0,0.05,1347.5,2023-10-25,active
6107,1679,finance_company,6400.0,0.25,666.67,2024-01-27,active
6108,1681,bank,3900.0,0.05,682.5,2023-04-27,active
6109,1681,credit_card,1500.0,0.15,143.75,2023-08-26,active
6110,1682,credit_card,2700.0,0.15,258.75,2023-03-10,active
6111,1688,bank,2300.0,0.05,201.25,2023-06-16,active
6112,1688,credit_card,2000.0,0.15,95.83,2023-09-16,active
6113,1693,finance_company,3000.0,0.15,143.75,2023-03-20,active
6114,1695,credit_card,2600.0,0.15,498.33,2023-05-24,active
6115,1695,credit_card,4900.0,0.15,469.58,2023-10-09,active
6116,1697,bank,1300.0,0.05,227.5,2023-06-08,active
6117,1698,finance_company,2800.0,0.15,268.33,2023-05-21,active
6118,1699,credit_card,9900.0,0.15,948.75,2023-06-14,active
6119,1699,credit_card,15200.0,0.15,2913.33,2023-11-30,active
6120,1699,finance_company,9100.0,0.15,436.04,2024-05-23,active
6121,1699,finance_company,8700.0,0.25,906.25,2024-06-28,active
6122,1699,finance_company,8600.0,0.25,1791.67,2024-09-05,active
6123,1700,finance_company,3500.0,0.15,335.42,2023-03-02,active
6124,1702,bank,6000.0,0.05,525.0,2023-02-16,active
6125,1702,bank,5000.0,0.05,218.75,2023-06-24,active
6126,1703,bank,2600.0,0.05,113.75,2023-04-01,active
6127,1703,bank,2700.0,0.05,118.12,2023-06-18,active
6128,1704,bank,3200.0,0.05,140.0,2023-02-17,active
6129,1705,finance_company,1600.0,0.15,306.67,2023-06-16,active
6130,1706,finance_company,1500.0,0.15,71.87,2023-06-17,active
6131,1706,finance_company,1800.0,0.15,86.25,2023-12-02,active
6132,1706,finance_company,1900.0,0.15,91.04,2024-04-28,active
6133,1706,finance_company,2800.0,0.25,291.67,2024-06-07,active
6134,1706,finance_company,3500.0,0.25,729.17,2024-09-15,active
6135,1707,credit_card,5000.0,0.15,239.58,2023-02-12,active
6136,1708,finance_company,2800.0,0.15,268.33,2023-05-21,active
6137,1708,finance_company,4400.0,0.15,843.33,2023-07-28,active
6138,1709,finance_company,2000.0,0.15,191.67,2023-05-21,active
6139,1709,bank,1600.0,0.05,280.0,2023-08-14,active
6140,1711,finance_company,13900.0,0.15,1332.08,2023-04-24,active
6141,1711,finance_company,8000.0,0.15,766.67,2023-06-19,active
6142,1711,finance_company,13300.0,0.15,2549.17,2023-10-31,active
6143,1711,finance_company,11000.0,0.25,572.92,2024-01-14,active
6144,1712,finance_company,3500.0,0.15,335.42,2023-04-28,active
6145,1714,credit_card,2300.0,0.15,110.21,2023-04-12,active
6146,1715,credit_card,14900.0,0.15,2855.83,2023-03-03,active
6147,1715,credit_card,9800.0,0.15,469.58,2023-04-08,active
6148,1715,bank,12000.0,0.05,2100.0,2023-06-21,active
6149,1716,credit_card,16700.0,0.15,800.21,2023-05-03,active
6150,1716,finance_company,13200.0,0.15,2530.0,2023-10-09,active
6151,1716,finance_company,21500.0,0.15,4120.83,2023-11-12,active
6152,1716,finance_company,11000.0,0.25,2291.67,2024-03-26,active
6153,1716,finance_company,19700.0,0.25,2052.08,2024-06-19,active
6154,1717,credit_card,2800.0,0.15,134.17,2023-02-02,active
6155,1717,bank,3000.0,0.05,525.0,2023-07-01,active
6156,1718,credit_card,3600.0,0.15,172.5,2023-02-27,active
6157,1718,bank,2700.0,0.05,472.5,2023-04-24,active
6158,1719,finance_company,5800.0,0.15,555.83,2023-06-05,active
6159,1719,bank,3900.0,0.05,341.25,2023-11-23,active
6160,1719,credit_card,6900.0,0.15,330.62,2024-03-18,active
6161,1719,finance_company,5900.0,0.25,614.58,2024-09-07,active
6162,1720,finance_company,11200.0,0.15,536.67,2023-06-18,active
6163,1720,finance_company,8900.0,0.15,852.92,2023-08-21,active
6164,1720,credit_card,16300.0,0.15,3124.17,2023-10-12,active
6165,1722,finance_company,3500.0,0.15,335.42,2023-04-27,active
6166,1724,bank,2000.0,0.05,175.0,2023-02-07,active
6167,1725,finance_company,16500.0,0.15,1581.25,2023-06-26,active
6168,1725,credit_card,9900.0,0.15,1897.5,2023-09-01,active
6169,1725,finance_company,7700.0,0.15,737.92,2023-11-22,active
6170,1725,finance_company,10100.0,0.25,1052.08,2024-03-10,active
6171,1728,bank,3500.0,0.05,306.25,2023-02-15,active
6172,1728,finance_company,3400.0,0.15,162.92,2023-06-06,active
6173,1729,credit_card,5400.0,0.15,258.75,2023-03-11,active
6174,1729,bank,2000.0,0.05,350.0,2023-04-13,active
6175,1730,finance_company,2700.0,0.15,129.37,2023-04-18,active
6176,1730,credit_card,4200.0,0.15,402.5,2023-07-19,active
6177,1731,finance_company,2700.0,0.15,258.75,2023-04-26,active
6178,1731,finance_company,1600.0,0.15,76.67,2023-06-30,active
6179,1732,finance_company,3700.0,0.15,354.58,2023-05-26,active
6180,1732,credit_card,3200.0,0.15,153.33,2023-07-22,active
6181,1733,bank,2100.0,0.05,367.5,2023-06-03,active
6182,1733,credit_card,2600.0,0.15,249.17,2023-07-09,active
6183,1733,bank,1800.0,0.05,78.75,2023-11-29,active
6184,1733,finance_company,2700.0,0.25,562.5,2024-02-19,active
6185,1733,finance_company,2800.0,0.25,145.83,2024-07-25,active
6186,1733,finance_company,2700.0,0.25,562.5,2024-12-08,active
6187,1735,bank,2100.0,0.05,367.5,2023-05-29,active
6188,1736,bank,3400.0,0.05,148.75,2023-06-24,active
6189,1736,bank,2600.0,0.05,455.0,2023-11-13,active
6190,1737,finance_company,4200.0,0.15,805.0,2023-02-07,active
6191,1737,credit_card,3400.0,0.15,162.92,2023-04-02,active
6192,1739,finance_company,3400.0,0.15,651.67,2023-05-22,active
6193,1740,finance_company,2900.0,0.15,555.83,2023-02-16,active
6194,1742,credit_card,2100.0,0.15,201.25,2023-02-20,active
6195,1743,credit_card,3300.0,0.15,316.25,2023-06-07,active
6196,1743,finance_company,3200.0,0.15,153.33,2023-08-28,active
6197,1744,finance_company,13600.0,0.15,651.67,2023-04-27,active
6198,1744,credit_card,10000.0,0.15,479.17,2023-05-28,active
6199,1744,credit_card,10300.0,0.15,1974.17,2023-07-25,active
6200,1744,finance_company,9800.0,0.25,1020.83,2023-09-24,active
6201,1745,finance_company,3300.0,0.15,632.5,2023-02-16,active
6202,1746,credit_card,17600.0,0.15,3373.33,2023-02-07,active
6203,1746,bank,16300.0,0.05,1426.25,2023-03-20,active
6204,1746,credit_card,20800.0,0.15,996.67,2023-07-10,active
6205,1746,finance_company,11200.0,0.25,583.33,2023-10-16,active
6206,1746,finance_company,9000.0,0.25,1875.0,2024-04-06,active
6207,1746,finance_company,16000.0,0.25,1666.67,2024-07-06,active
6208,1749,bank,5400.0,0.05,945.0,2023-04-06,active
6209,1749,credit_card,7200.0,0.15,1380.0,2023-08-13,active
6210,1749,credit_card,14100.0,0.15,1351.25,2023-10-04,active
6211,1749,finance_company,9000.0,0.25,1875.0,2023-11-08,active
6212,1749,finance_company,5200.0,0.25,1083.33,2024-01-06,active
6213,1749,finance_company,10100.0,0.25,1052.08,2024-03-28,active
6214,1750,bank,1100.0,0.05,192.5,2023-06-09,active
6215,1750,finance_company,2200.0,0.15,210.83,2023-07-15,active
6216,1751,bank,1900.0,0.05,83.12,2023-06-18,active
6217,1751,credit_card,2400.0,0.15,115.0,2023-11-29,active
6218,1752,finance_company,12000.0,0.15,2300.0,2023-04-07,active
6219,1752,credit_card,6700.0,0.15,642.08,2023-08-06,active
